smart,fortwo,9.45,微型,3门2座单厢,260L,1年2个月,1.30万公里,1.0L,4.4L,1.0L/双离合,后轮驱动,3门2座单厢,2695mm*1663mm*1555mm,2017年07月,北京,
WEY,VV7,16.50,中型SUV,5门5座两厢,- -,12个月,1.62万公里,2.0L,8.0L,2.0L/双离合,前轮驱动,5门5座两厢,4749mm*1931mm*1655mm,2017年09月,陕西 西安,
奥迪,Q3,20.80,紧凑型SUV,5门5座两厢,460L,2年8个月,1.65万公里,2.0L,8.2L,2.0L/双离合,全时四驱,5门5座两厢,4385mm*1831mm*1589mm,2016年01月,吉林 吉林,
雪佛兰,科帕奇,9.18,中型SUV,5门5座两厢,465L,5年10个月,5.55万公里,2.4L,9.9L,2.4L/手自一体,前轮驱动,5门5座两厢,4673mm*1849mm*1756mm,2012年11月,黑龙江 哈尔滨,
起亚,K3,7.98,紧凑型,4门5座三厢,- -,1年10个月,2.62万公里,1.6L,6.2L,1.6L/手自一体,前轮驱动,4门5座三厢,4600mm*1780mm*1445mm,2016年11月,广东 惠州,
起亚,K2,5.38,小型,4门5座三厢,- -,3年,3.35万公里,1.4L,6.5L,1.4L/自动,前轮驱动,4门5座三厢,4378mm*1700mm*1460mm,2015年09月,广东 惠州,
马自达,3 星骋,8.30,紧凑型,4门5座三厢,377L,3年8个月,5.96万公里,1.6L,7.2L,1.6L/手自一体,前轮驱动,4门5座三厢,4595mm*1755mm*1475mm,2015年01月,广东 珠海,
别克,昂科拉,9.88,小型SUV,5门5座两厢,356L,4年4个月,2.27万公里,1.4L,7.6L,1.4L/手自一体,前轮驱动,5门5座两厢,4278mm*1774mm*1646mm,2014年05月,海南 海口,
标致,308,4.98,紧凑型,4门5座三厢,565L,5年8个月,4.70万公里,1.6L,7.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4558mm*1805mm*1505mm,2013年01月,黑龙江 哈尔滨,
现代,ix35,10.50,紧凑型SUV,5门两厢,465L,4年8个月,3.74万公里,2.0L,8.2L,2.0L/手自一体,前轮驱动,5门两厢,4420mm*1820mm*1690mm,2014年01月,广东 珠海,
北京,BJ40,16.10,紧凑型SUV,- -,- -,0个月,0.07万公里,2.3L,10.0L,2.3L/- -,- -,- -,- -,2018年09月,陕西 西安,
比亚迪,L3,4.80,紧凑型,5门5座三厢,- -,3年3个月,5.30万公里,1.5L,Null,1.5L/双离合,前轮驱动,5门5座三厢,4568mm*1716mm*1480mm,2015年06月,陕西 西安,
北京,BJ40,8.73,紧凑型SUV,3门4座两厢,276L,3年11个月,5.30万公里,2.4L,11.3L,2.4L/手动,分时四驱,3门4座两厢,4350mm*1843mm*1834mm,2014年10月,黑龙江 哈尔滨,
奥迪,Q5,29.98,中型SUV,5门5座两厢,540L,4年4个月,8.21万公里,2.0L,9.0L,2.0L/手自一体,全时四驱,5门5座两厢,4629mm*1898mm*1655mm,2014年05月,广东 惠州,
奥迪,Q5,19.80,中型SUV,5门5座两厢,540L,6年9个月,8.38万公里,2.0L,9.6L,2.0L/手自一体,全时四驱,5门5座两厢,4629mm*1880mm*1653mm,2011年12月,山东 潍坊,
雪铁龙,世嘉,5.98,紧凑型,4门5座三厢,481L,3年6个月,5.22万公里,1.6L,6.7L,1.6L/手动,前轮驱动,4门5座三厢,4588mm*1773mm*1486mm,2015年03月,贵州 贵阳,
大众,高尔夫,11.50,紧凑型,5门5座两厢,380L,2年10个月,2.81万公里,1.4L,5.8L,1.4L/双离合,前轮驱动,5门5座两厢,4255mm*1799mm*1452mm,2015年11月,陕西 西安,
雪佛兰,科鲁兹,6.60,紧凑型,4门5座三厢,400L,3年11个月,7.58万公里,1.6L,7.3L,1.6L/手动,前轮驱动,4门5座三厢,4598mm*1797mm*1477mm,2014年10月,广东 惠州,
雪佛兰,科鲁兹,6.80,紧凑型,4门5座三厢,461L,2年4个月,2.60万公里,1.5L,6.6L,1.5L/手动,前轮驱动,4门5座三厢,4643mm*1797mm*1477mm,2016年05月,黑龙江 哈尔滨,
奔腾,B50,4.88,紧凑型,4门5座三厢,450L,5年1个月,5.88万公里,1.6L,7.8L,1.6L/手动,前轮驱动,4门5座三厢,4615mm*1785mm*1435mm,2013年08月,陕西 西安,
丰田,汉兰达,27.50,中型SUV,5门7座两厢,- -,2年,7.03万公里,2.0L,8.7L,2.0L/手自一体,适时四驱,5门7座两厢,4855mm*1925mm*1720mm,2016年09月,黑龙江 哈尔滨,
smart,fortwo,8.50,微型,3门2座单厢,220L,3年10个月,2.31万公里,1.0L,4.9L,1.0L/半自动,后轮驱动,3门2座单厢,2695mm*1559mm*1565mm,2014年11月,海南 海口,
本田,缤智,12.38,小型SUV,5门5座两厢,437L,11个月,1.35万公里,1.5L,5.9L,1.5L/CVT无级变速,前轮驱动,5门5座两厢,4294mm*1772mm*1605mm,2017年10月,广东 惠州,
本田,飞度,8.88,小型,5门5座两厢,- -,1年7个月,2.44万公里,1.5L,5.3L,1.5L/CVT无级变速,前轮驱动,5门5座两厢,4065mm*1695mm*1525mm,2017年02月,广东 珠海,
海马,S5,7.60,紧凑型SUV,5门5座两厢,320L,1年9个月,1.47万公里,1.5L,8.0L,1.5L/CVT无级变速,前轮驱动,5门5座两厢,4358mm*1823mm*1630mm,2016年11月,广东 惠州,
标致,2008,6.90,小型SUV,5门5座两厢,354L,3年1个月,2.80万公里,1.6L,7.4L,1.6L/手自一体,前轮驱动,5门5座两厢,4180mm*1745mm*1580mm,2015年08月,黑龙江 哈尔滨,
马自达,CX-5,16.80,紧凑型SUV,5门5座两厢,490L,1年8个月,2.34万公里,2.0L,6.6L,2.0L/手自一体,前轮驱动,5门5座两厢,4555mm*1840mm*1710mm,2017年01月,陕西 西安,
马自达,CX-5,13.80,紧凑型SUV,5门5座两厢,490L,3年10个月,3.00万公里,2.0L,6.6L,2.0L/手自一体,前轮驱动,5门5座两厢,4555mm*1840mm*1710mm,2014年11月,陕西 西安,
比亚迪,S7,7.80,中型SUV,5门7座两厢,365L,0个月,7.00万公里,2.0L,8.6L,2.0L/双离合,前轮驱动,5门7座两厢,4835mm*1855mm*1720mm,2018年09月,陕西 西安,
雪铁龙,C4L,8.98,紧凑型,4门5座三厢,435L,4年11个月,6.90万公里,1.8L,7.1L,1.8L/手动,前轮驱动,4门5座三厢,4620mm*1780mm*1498mm,2013年10月,黑龙江 哈尔滨,
长安汽车,悦翔V5,3.50,小型,4门5座三厢,- -,4年3个月,3.51万公里,1.5L,6.0L,1.5L/手动,前轮驱动,4门5座三厢,4415mm*1710mm*1475mm,2014年06月,山东 潍坊,
现代,朗动,8.40,紧凑型,4门5座三厢,473L,1年11个月,7.43万公里,1.6L,6.2L,1.6L/手自一体,前轮驱动,4门5座三厢,4570mm*1775mm*1445mm,2016年10月,广东 惠州,
沃尔沃,V40,13.66,紧凑型,5门5座两厢,496L,4年4个月,6.67万公里,2.0L,7.5L,2.0L/手自一体,前轮驱动,5门5座两厢,4369mm*1802mm*1445mm,2014年05月,陕西 西安,
宝马,X1,22.00,紧凑型SUV,5门5座两厢,- -,9个月,1.49万公里,1.5L,6.1L,1.5L/手自一体,前轮驱动,5门5座两厢,4565mm*1821mm*1624mm,2017年12月,广东 珠海,
起亚,K3,8.70,紧凑型,4门5座三厢,- -,1年9个月,4.30万公里,1.6L,6.2L,1.6L/手自一体,前轮驱动,4门5座三厢,4600mm*1780mm*1445mm,2016年12月,广东 惠州,
别克,昂科威,23.88,中型SUV,5门5座两厢,422L,3年2个月,4.25万公里,2.0L,8.8L,2.0L/手自一体,适时四驱,5门5座两厢,4667mm*1839mm*1696mm,2015年07月,海南 海口,
雪佛兰,迈锐宝,10.80,中型,4门5座三厢,544L,2年9个月,4.00万公里,2.0L,8.0L,2.0L/手自一体,前轮驱动,4门5座三厢,4855mm*1854mm*1474mm,2015年12月,陕西 西安,
起亚,K5,11.50,中型,4门5座三厢,- -,2年2个月,2.08万公里,2.0L,7.7L,2.0L/手自一体,前轮驱动,4门5座三厢,4845mm*1830mm*1460mm,2016年07月,广东 惠州,
起亚,K5,12.90,中型,4门5座三厢,- -,2年6个月,2.85万公里,1.6L,6.7L,1.6L/双离合,前轮驱动,4门5座三厢,4855mm*1860mm*1475mm,2016年03月,黑龙江 哈尔滨,
MINI,纳智捷,大7 SUV,11.80,中型SUV,5门5座两厢,- -,5年6个月,7.80万公里,2.2L,10.8L,2.2L/手自一体,前轮驱动,5门5座两厢,4800mm*1930mm*1760mm,2013年03月,广东 惠州,
奇瑞,旗云2,2.40,紧凑型,5座三厢,550L,5年,5.40万公里,1.5L,7.0L,1.5L/手动,前轮驱动,5座三厢,4393mm*1682mm*1424mm,2013年09月,黑龙江 哈尔滨,
现代,瑞纳,6.60,小型,- -,- -,8个月,1.30万公里,1.4L,5.2L,1.4L/- -,- -,- -,- -,2018年01月,陕西 西安,
哈弗,H6,6.80,紧凑型SUV,5门5座两厢,1202L,4年7个月,6.00万公里,1.5L,7.2L,1.5L/手动,前轮驱动,5门5座两厢,4640mm*1825mm*1690mm,2014年02月,贵州 贵阳,
哈弗,H6,6.30,紧凑型SUV,5门5座两厢,1202L,5年7个月,6.83万公里,2.0L,7.0L,2.0L/手动,适时四驱,5门5座两厢,4640mm*1825mm*1690mm,2013年02月,吉林 吉林,
哈弗,H6,8.98,紧凑型SUV,5门5座两厢,808L,3年1个月,5.29万公里,1.5L,9.2L,1.5L/手自一体,前轮驱动,5门5座两厢,4649mm*1852mm*1710mm,2015年08月,广东 惠州,
吉利,GC7,3.88,紧凑型,4门5座三厢,480L,4年10个月,6.21万公里,1.8L,Null,1.8L/手自一体,前轮驱动,4门5座三厢,4547mm*1734mm*1470mm,2013年11月,广东 惠州,
长城,C50,4.20,紧凑型,4门5座三厢,530L,3年11个月,4.95万公里,1.5L,6.3L,1.5L/手动,前轮驱动,4门5座三厢,4650mm*1775mm*1455mm,2014年10月,山东 潍坊,
本田,雅阁,11.80,中型,4门5座三厢,- -,5年11个月,8.50万公里,2.0L,8.4L,2.0L/自动,前轮驱动,4门5座三厢,4960mm*1860mm*1480mm,2012年10月,吉林 吉林,
本田,雅阁,14.30,中型,4门5座三厢,512L,2年11个月,4.92万公里,2.0L,7.6L,2.0L/CVT无级变速,前轮驱动,4门5座三厢,4930mm*1845mm*1470mm,2015年10月,广东 惠州,
日产,天籁,13.98,中型,4门5座三厢,516L,2年3个月,4.16万公里,2.0L,7.2L,2.0L/CVT无级变速,前轮驱动,4门5座三厢,4891mm*1830mm*1490mm,2016年06月,广东 惠州,
本田,飞度,4.60,小型,5门5座两厢,380L,7年8个月,8.36万公里,1.5L,6.4L,1.5L/手动,前轮驱动,5门5座两厢,3900mm*1695mm*1525mm,2011年01月,广东 惠州,
标致,307,3.50,紧凑型,5门5座两厢,1007L,5年9个月,5.60万公里,1.6L,7.8L,1.6L/手动,前轮驱动,5门5座两厢,4212mm*1762mm*1531mm,2012年11月,山东 潍坊,
丰田,花冠,8.18,紧凑型,4门5座三厢,430L,3年10个月,3.04万公里,1.6L,6.5L,1.6L/自动,前轮驱动,4门5座三厢,4555mm*1705mm*1490mm,2014年11月,广东 惠州,
本田,思域,13.58,紧凑型,4门5座三厢,- -,1年9个月,3.88万公里,1.5L,5.4L,1.5L/CVT无级变速,前轮驱动,4门5座三厢,4649mm*1800mm*1416mm,2016年12月,广东 惠州,
奔腾,B70,4.50,中型,4门5座三厢,- -,7年5个月,6.50万公里,2.0L,8.1L,2.0L/手自一体,前轮驱动,4门5座三厢,4705mm*1782mm*1465mm,2011年04月,吉林 吉林,
江淮,瑞风M3,6.50,MPV,- -,- -,1年11个月,2.10万公里,1.6L,8.7L,1.6L/- -,- -,- -,- -,2016年10月,黑龙江 哈尔滨,
宝马,3系,22.80,中型,4门5座三厢,480L,4年7个月,6.33万公里,2.0L,6.9L,2.0L/手自一体,后轮驱动,4门5座三厢,4734mm*1811mm*1453mm,2014年02月,贵州 贵阳,
日产,骐达,7.80,紧凑型,5门5座两厢,310L,4年6个月,4.80万公里,1.6L,6.2L,1.6L/CVT无级变速,前轮驱动,5门5座两厢,4295mm*1760mm*1523mm,2014年03月,黑龙江 哈尔滨,
五菱,宏光S,4.00,MPV,5门5座单厢,- -,2年1个月,3.70万公里,1.5L,6.8L,1.5L/手动,后轮驱动,5门5座单厢,4400mm*1680mm*1770mm,2016年08月,黑龙江 哈尔滨,
丰田,雷凌,9.80,紧凑型,4门5座三厢,426L,2年5个月,1.81万公里,1.6L,5.9L,1.6L/CVT无级变速,前轮驱动,4门5座三厢,4630mm*1775mm*1480mm,2016年04月,广东 惠州,
宝骏,510,5.98,小型SUV,两厢,- -,3个月,0.60万公里,1.5L,6.3L,1.5L/手动,- -,两厢,- -,2018年06月,陕西 西安,
别克,英朗,6.88,紧凑型,4门5座三厢,455L,5年7个月,3.10万公里,1.6L,7.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4671mm*1815mm*1478mm,2013年02月,贵州 贵阳,
现代,索纳塔,13.20,中型,4门5座三厢,510L,2年9个月,4.86万公里,1.6L,6.9L,1.6L/双离合,前轮驱动,4门5座三厢,4855mm*1865mm*1485mm,2015年12月,山东 潍坊,
MINI,大众,高尔夫,6.50,紧凑型,5门5座两厢,350L,7年11个月,7.50万公里,1.6L,6.6L,1.6L/双离合,前轮驱动,5门5座两厢,4199mm*1786mm*1479mm,2010年10月,山东 潍坊,
本田,雅阁,12.90,中型,4门5座三厢,- -,6年4个月,9.24万公里,2.4L,8.7L,2.4L/自动,前轮驱动,4门5座三厢,4960mm*1845mm*1480mm,2012年05月,广东 惠州,
荣威,W5,8.90,中型SUV,5门5座两厢,656L,6年11个月,8.70万公里,1.8L,10.1L,1.8L/手自一体,分时四驱,5门5座两厢,4676mm*1888mm*1765mm,2011年10月,广东 惠州,
宝骏,730,5.18,MPV,5门5座单厢,- -,3年2个月,3.60万公里,1.5L,7.1L,1.5L/手动,前轮驱动,5门5座单厢,4685mm*1785mm*1715mm,2015年07月,黑龙江 哈尔滨,
奥迪,A6L,29.80,中大型,4门5座三厢,460L,3年9个月,5.68万公里,2.5L,7.5L,2.5L/CVT无级变速,前轮驱动,4门5座三厢,5015mm*1874mm*1455mm,2014年11月,贵州 贵阳,
北汽幻速,幻速H3,4.80,MPV,5门7座单厢,- -,2年,2.90万公里,1.5L,6.8L,1.5L/手动,前轮驱动,5门7座单厢,4720mm*1790mm*1800mm,2016年09月,黑龙江 哈尔滨,
雪佛兰,科鲁兹,7.50,紧凑型,4门5座三厢,400L,4年2个月,5.00万公里,1.8L,7.8L,1.8L/手自一体,前轮驱动,4门5座三厢,4598mm*1797mm*1477mm,2014年07月,陕西 西安,
宝骏,310W,5.28,紧凑型,- -,- -,5个月,1.60万公里,1.5L,6.5L,1.5L/- -,- -,- -,- -,2018年04月,黑龙江 哈尔滨,
大众,途安,7.80,MPV,5门5座两厢,620L,5年1个月,5.81万公里,1.4L,7.4L,1.4L/手动,前轮驱动,5门5座两厢,4395mm*1794mm*1658mm,2013年07月,山东 潍坊,
宝马,3系(进口),11.90,中型,5门5座三厢,439L,6年4个月,6.29万公里,2.0L,6.3L,2.0L/手自一体,后轮驱动,5门5座三厢,4531mm*1816mm*1420mm,2012年04月,山东 潍坊,
雪铁龙,世嘉,4.88,紧凑型,4门5座三厢,481L,5年6个月,3.71万公里,1.6L,7.3L,1.6L/手动,前轮驱动,4门5座三厢,4588mm*1773mm*1486mm,2013年02月,山东 潍坊,
奔腾,X80,11.38,紧凑型SUV,5门5座两厢,398L,1年1个月,0.93万公里,1.8L,9.6L,1.8L/手自一体,前轮驱动,5门5座两厢,4586mm*1820mm*1695mm,2017年08月,山东 潍坊,
别克,凯越,3.98,紧凑型,4门5座三厢,405L,7年2个月,9.10万公里,1.6L,8.0L,1.6L/自动,前轮驱动,4门5座三厢,4515mm*1725mm*1445mm,2011年07月,海南 海口,
本田,雅阁,15.80,中型,4门5座三厢,512L,2年9个月,7.30万公里,2.0L,7.6L,2.0L/CVT无级变速,前轮驱动,4门5座三厢,4930mm*1845mm*1470mm,2015年12月,贵州 贵阳,
江淮,瑞风M3,6.90,MPV,- -,- -,1年1个月,0.80万公里,1.6L,8.7L,1.6L/- -,- -,- -,- -,2017年08月,黑龙江 哈尔滨,
宝骏,730,6.10,MPV,5门7座单厢,- -,2年1个月,2.30万公里,1.5L,6.9L,1.5L/手动,前轮驱动,5门7座单厢,4710mm*1785mm*1745mm,2016年08月,黑龙江 哈尔滨,
哈弗,H2,6.20,小型SUV,5门5座两厢,- -,3年9个月,6.67万公里,1.5L,7.0L,1.5L/手动,前轮驱动,5门5座两厢,4335mm*1814mm*1695mm,2014年12月,陕西 西安,
雪佛兰,爱唯欧,4.38,小型,4门5座三厢,458L,4年10个月,5.00万公里,1.4L,6.0L,1.4L/手动,前轮驱动,4门5座三厢,4399mm*1735mm*1517mm,2013年11月,贵州 贵阳,
起亚,KX3,11.98,小型SUV,5门5座两厢,- -,2年2个月,2.70万公里,1.6L,6.8L,1.6L/双离合,前轮驱动,5门5座两厢,4270mm*1780mm*1645mm,2016年07月,广东 惠州,
起亚,K3,8.80,紧凑型,4门5座三厢,- -,1年1个月,2.07万公里,1.6L,6.2L,1.6L/手自一体,前轮驱动,4门5座三厢,4600mm*1780mm*1445mm,2017年07月,广东 惠州,
标致,408,4.86,紧凑型,4门5座三厢,562L,4年9个月,4.70万公里,2.0L,8.1L,2.0L/手动,前轮驱动,4门5座三厢,4688mm*1815mm*1525mm,2013年12月,山东 潍坊,
长城,V80,4.60,MPV,5门7座两厢,1350L,5年4个月,4.60万公里,1.5L,6.9L,1.5L/手动,前轮驱动,5门7座两厢,4574mm*1704mm*1860mm,2013年05月,黑龙江 哈尔滨,
福特,蒙迪欧,14.60,中型,4门5座三厢,516L,1年8个月,1.80万公里,1.5L,6.9L,1.5L/手自一体,前轮驱动,4门5座三厢,4873mm*1852mm*1470mm,2017年01月,贵州 贵阳,
纳智捷,优6 SUV,9.90,紧凑型SUV,5门5座两厢,- -,3年,7.43万公里,1.8L,7.9L,1.8L/手自一体,前轮驱动,5门5座两厢,4625mm*1825mm*1620mm,2015年09月,广东 惠州,
大众,朗逸,11.80,紧凑型,- -,- -,1年6个月,1.73万公里,1.6L,6.4L,1.6L/- -,- -,- -,- -,2017年03月,陕西 西安,
吉利,远景,4.08,紧凑型,4门5座三厢,480L,1年8个月,1.80万公里,1.5L,6.4L,1.5L/手动,前轮驱动,4门5座三厢,4590mm*1734mm*1470mm,2017年01月,贵州 贵阳,
长安汽车,悦翔,2.70,小型,5座三厢,- -,5年8个月,5.00万公里,1.5L,7.1L,1.5L/手动,前轮驱动,5座三厢,4360mm*1710mm*1475mm,2013年01月,陕西 西安,
日产,骊威,4.68,小型,5门5座两厢,383L,7年8个月,7.97万公里,1.6L,7.6L,1.6L/自动,前轮驱动,5门5座两厢,4275mm*1730mm*1615mm,2010年12月,广东 惠州,
吉利,帝豪,4.88,紧凑型,4门5座三厢,680L,2年9个月,5.42万公里,1.5L,5.7L,1.5L/手动,前轮驱动,4门5座三厢,4631mm*1789mm*1470mm,2015年12月,黑龙江 哈尔滨,
众泰,T600,6.80,中型SUV,5门5座两厢,344L,2年2个月,2.50万公里,1.5L,7.9L,1.5L/手动,前轮驱动,5门5座两厢,4631mm*1893mm*1694mm,2016年07月,贵州 贵阳,
雪铁龙,爱丽舍,5.28,紧凑型,4门5座三厢,485L,3年,4.94万公里,1.6L,7.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4427mm*1748mm*1476mm,2015年09月,广东 惠州,
大众,迈腾,14.50,中型,4门5座三厢,565L,5年2个月,5.91万公里,2.0L,8.4L,2.0L/双离合,前轮驱动,4门5座三厢,4865mm*1820mm*1475mm,2013年07月,黑龙江 哈尔滨,
本田,XR-V,11.80,小型SUV,5门5座两厢,- -,3年5个月,4.36万公里,1.8L,6.6L,1.8L/CVT无级变速,前轮驱动,5门5座两厢,4270mm*1772mm*1605mm,2015年04月,广东 惠州,
奥迪,A3,13.98,紧凑型,5门5座两厢,380L,4年3个月,5.83万公里,1.4L,5.5L,1.4L/双离合,前轮驱动,5门5座两厢,4319mm*1785mm*1441mm,2014年06月,贵州 贵阳,
宝骏,730,5.38,MPV,5门7座单厢,- -,2年2个月,3.61万公里,1.5L,6.9L,1.5L/手动,前轮驱动,5门7座单厢,4710mm*1785mm*1745mm,2016年06月,广东 惠州,
马自达,3 昂克赛拉,12.60,紧凑型,4门5座三厢,419L,1年5个月,1.50万公里,1.5L,5.8L,1.5L/手自一体,前轮驱动,4门5座三厢,4582mm*1795mm*1458mm,2017年04月,陕西 西安,
本田,缤智,14.80,小型SUV,5门5座两厢,437L,2年1个月,2.80万公里,1.8L,6.5L,1.8L/CVT无级变速,前轮驱动,5门5座两厢,4294mm*1772mm*1605mm,2016年08月,陕西 西安,
宝骏,310,3.90,小型,5座三厢,- -,1年3个月,1.30万公里,1.2L,5.3L,1.2L/手动,前轮驱动,5座三厢,4032mm*1680mm*1450mm,2017年06月,黑龙江 哈尔滨,
福田,蒙派克,4.50,MPV,- -,- -,5年6个月,8.90万公里,雪佛兰,科沃兹,6.68,紧凑型,4门5座三厢,405L,1年2个月,1.36万公里,1.5L,5.8L,1.5L/手自一体,前轮驱动,4门5座三厢,4544mm*1779mm*1467mm,2017年07月,广东 惠州,
宝骏,510,6.88,小型SUV,两厢,- -,12个月,3.80万公里,1.5L,6.3L,1.5L/手动,- -,两厢,- -,2017年09月,黑龙江 哈尔滨,
福特,锐界,24.50,中型SUV,- -,- -,2个月,1.71万公里,2.0L,8.7L,2.0L/- -,- -,- -,- -,2018年07月,黑龙江 哈尔滨,
马自达,CX-5,20.05,紧凑型SUV,5门5座两厢,490L,1年5个月,2.13万公里,2.5L,7.5L,2.5L/手自一体,适时四驱,5门5座两厢,4555mm*1840mm*1710mm,2017年04月,陕西 西安,
福特,福睿斯,7.18,紧凑型,4门5座三厢,448L,1年8个月,1.84万公里,1.5L,6.8L,1.5L/手自一体,前轮驱动,4门5座三厢,4587mm*1825mm*1490mm,2017年01月,广东 惠州,
江淮,瑞风S3,5.98,小型SUV,5门5座两厢,600L,3年2个月,2.93万公里,1.5L,6.9L,1.5L/CVT无级变速,前轮驱动,5门5座两厢,4325mm*1765mm*1660mm,2015年07月,广东 惠州,
东风风行,景逸X3,4.50,SUV,5门5座两厢,700L,3年1个月,4.14万公里,1.5L,6.8L,1.5L/手动,前轮驱动,5门5座两厢,4382mm*1835mm*1705mm,2015年08月,黑龙江 哈尔滨,
比亚迪,速锐,5.80,紧凑型,4门5座三厢,450L,1年9个月,2.70万公里,1.5L,5.9L,1.5L/手动,前轮驱动,4门5座三厢,4680mm*1765mm*1490mm,2016年12月,陕西 西安,
比亚迪,速锐,5.28,紧凑型,4门5座三厢,450L,3年,3.60万公里,1.5L,6.5L,1.5L/手动,前轮驱动,4门5座三厢,4680mm*1765mm*1490mm,2015年09月,黑龙江 哈尔滨,
现代,朗动,8.80,紧凑型,4门5座三厢,473L,3年3个月,6.55万公里,1.6L,6.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4570mm*1775mm*1445mm,2015年06月,广东 惠州,
起亚,K2,6.68,小型,4门5座三厢,- -,1年9个月,2.70万公里,1.4L,6.5L,1.4L/自动,前轮驱动,4门5座三厢,4378mm*1700mm*1460mm,2016年12月,广东 惠州,
起亚,K3,7.88,紧凑型,4门5座三厢,- -,5年3个月,9.25万公里,1.6L,6.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4600mm*1780mm*1445mm,2013年06月,海南 海口,
起亚,K3,7.99,紧凑型,4门5座三厢,- -,3年4个月,2.34万公里,1.6L,6.4L,1.6L/手自一体,前轮驱动,4门5座三厢,4600mm*1780mm*1445mm,2015年05月,广东 惠州,
雪佛兰,迈锐宝,10.58,中型,4门5座三厢,544L,3年5个月,6.04万公里,2.0L,8.2L,2.0L/手自一体,前轮驱动,4门5座三厢,4869mm*1854mm*1472mm,2015年04月,广东 惠州,
MINI,别克,英朗,6.28,紧凑型,4门5座三厢,455L,5年4个月,4.80万公里,1.6L,6.9L,1.6L/手动,前轮驱动,4门5座三厢,4671mm*1815mm*1478mm,2013年05月,陕西 西安,
五菱,宏光S1,4.85,MPV,5门5座单厢,- -,6个月,0.32万公里,1.5L,6.8L,1.5L/手动,后轮驱动,5门5座单厢,4500mm*1721mm*1715mm,2018年03月,海南 海口,
福特,福克斯,9.90,紧凑型,5门5座两厢,356L,1年5个月,4.53万公里,1.6L,6.7L,1.6L/双离合,前轮驱动,5门5座两厢,4368mm*1823mm*1483mm,2017年04月,海南 海口,
雪铁龙,爱丽舍,5.28,紧凑型,4门5座三厢,485L,3年,4.95万公里,1.6L,7.6L,1.6L/手自一体,前轮驱动,4门5座三厢,4427mm*1748mm*1476mm,2015年09月,广东 惠州,
现代,悦动,5.38,紧凑型,4门5座三厢,475L,5年4个月,7.91万公里,1.6L,6.8L,1.6L/自动,前轮驱动,4门5座三厢,4543mm*1777mm*1490mm,2013年05月,广东 惠州,
别克,凯越,4.20,紧凑型,4门5座三厢,405L,4年10个月,4.12万公里,1.5L,6.6L,1.5L/手动,前轮驱动,4门5座三厢,4515mm*1725mm*1445mm,2013年11月,山东 潍坊,
福特,福克斯,8.40,紧凑型,4门5座三厢,530L,2年1个月,1.66万公里,1.6L,6.7L,1.6L/双离合,前轮驱动,4门5座三厢,4534mm*1823mm*1483mm,2016年08月,吉林 吉林,
福特,福克斯,9.30,紧凑型,5门5座两厢,356L,4年4个月,5.00万公里,1.6L,6.4L,1.6L/双离合,前轮驱动,5门5座两厢,4368mm*1823mm*1483mm,2014年05月,广东 惠州,
福特,福克斯,5.20,紧凑型,5门5座两厢,385L,6年11个月,5.77万公里,1.8L,8.1L,1.8L/手自一体,前轮驱动,5门5座两厢,4342mm*1840mm*1500mm,2011年10月,广东 珠海,
大众,辉腾,27.30,豪华,4门5座三厢,500L,5年,7.43万公里,3.0L,11.6L,3.0L/手自一体,全时四驱,4门5座三厢,5179mm*1903mm*1450mm,2013年09月,黑龙江 哈尔滨,
荣威,750,4.98,中型,4门5座三厢,432L,7年3个月,8.90万公里,1.8L,9.4L,1.8L/自动,前轮驱动,4门5座三厢,4865mm*1765mm*1422mm,2011年06月,黑龙江 哈尔滨,
大众,迈腾,12.66,中型,4门5座三厢,565L,6年2个月,9.94万公里,2.0L,8.4L,2.0L/双离合,前轮驱动,4门5座三厢,4865mm*1820mm*1475mm,2012年07月,陕西 西安,
